#BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Publication Source,Organism ID Interactor A,Organism ID Interactor B,Throughput,Score,Modification,Qualifications,Tags,Source Database,SWISS-PROT Accessions Interactor A,TREMBL Accessions Interactor A,REFSEQ Accessions Interactor A,SWISS-PROT Accessions Interactor B,TREMBL Accessions Interactor B,REFSEQ Accessions Interactor B,Ontology Term IDs,Ontology Term Names,Ontology Term Categories,Ontology Term Qualifier IDs,Ontology Term Qualifier Names,Ontology Term Types,Organism Name Interactor A,Organism Name Interactor B
21410,51691,6632,119679,112516,-,-,LSM8,SNRPD1,NAA38,HsT2456|SMD1|SNRPD|Sm-D1,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,O95777,A4D0W0,NP_057284,P62314,-,NP_001278845|NP_008869,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21422,5174,1244,111200,107647,-,RP11-114F7.2,PDZK1,ABCC2,CAP70|CLAMP|NHERF-3|NHERF3|PDZD1,ABC30|CMOAT|DJS|MRP2|cMRP,Two-hybrid,physical,Kocher O (1999),PUBMED:10496535,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q5T2W1,-,NP_001188254|NP_001188255|NP_002605,Q92887,-,NP_000383,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21428,23705,4356,117218,110496,-,-,CADM1,MPP3,BL2|IGSF4|IGSF4A|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1,DLG3,Two-hybrid,physical,Fukuhara H (2003),PUBMED:13679854,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9BY67,A0A4Z1|X5DQR8|X5DQS5|X5D8W0|X5D7A8,NP_001287973|NP_001091987|NP_001287972|NP_001287974|NP_055148,Q13368,-,NP_001923,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21434,51678,7064,119675,112921,-,-,MPP6,THOP1,PALS2|VAM-1|VAM1|p55T,EP24.15|MEPD_HUMAN|MP78|TOP,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q9NZW5,B8ZZG1|A0A024RA25,NP_057531|NP_001289966,P52888,-,NP_003240,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21483,11221,5599,116389,111585,-,-,DUSP10,MAPK8,MKP-5|MKP5,JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c,Two-hybrid,physical,Tanoue T (1999),PUBMED:10391943,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9Y6W6,-,NP_653329|NP_009138|NP_653330,P45983,A1L4K2,NP_001310257|NP_001310256|NP_001310255|NP_001310254|NP_001310253|NP_001310252|NP_001310251|NP_001310250|NP_001265476|NP_001265477|NP_001310249|NP_001310259|NP_001310258|NP_620637|NP_620634|NP_001310260|NP_001310231|NP_002741,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21529,1464,80852,107846,123330,-,-,CSPG4,GRIP2,HMW-MAA|MCSP|MCSPG|MEL-CSPG|MSK16|NG2,-,Two-hybrid,physical,Stegmueller J (2003),PUBMED:12458226,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q6UVK1,-,NP_001888,Q9C0E4,A0A087WU38,NP_001073892,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21572,5901,5902,111837,111838,OK/SW-cl.81,-,RAN,RANBP1,ARA24|Gsp1|TC4,HTF9A,Two-hybrid,physical,Ren M (1995),PUBMED:7891706,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P62826,B4DV51,NP_006316|NP_001287725|NP_001287726,P43487,F6WQW2,NP_002873|NP_001265568|NP_001265569|NP_001265570,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21626,990,4999,107426,111041,-,-,CDC6,ORC2,CDC18L|HsCDC18|HsCDC6,ORC2L,Two-hybrid,physical,Kneissl M (2003),PUBMED:12614612,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q99741,A0A024R1S2,NP_001245,Q13416,A0A024R411,NP_006181,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21628,4999,10926,111041,116129,-,-,ORC2,DBF4,ORC2L,ASK|CHIF|DBF4A|ZDBF1,Two-hybrid,physical,Kneissl M (2003),PUBMED:12614612,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q13416,A0A024R411,NP_006181,Q9UBU7,B7Z8C6,NP_006707,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21629,8318,4999,113915,111041,UNQ374/PRO710,-,CDC45,ORC2,CDC45L|CDC45L2|PORC-PI-1,ORC2L,Two-hybrid,physical,Kneissl M (2003),PUBMED:12614612,9606,9606,High Throughput,-,-,-,-,BIOGRID,O75419,-,NP_001356220|NP_003495|NP_001171481|NP_001171482,Q13416,A0A024R411,NP_006181,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21715,7041,2185,112899,108480,-,-,TGFB1I1,PTK2B,ARA55|HIC-5|HIC5|TSC-5,CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK,Two-hybrid,physical,Matsuya M (1998),PUBMED:9422762,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O43294,A0A024QZE7,NP_001158191|NP_001035919|NP_057011,Q14289,-,NP_775267|NP_775266|NP_775268|NP_004094,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21716,7041,2185,112899,108480,-,-,TGFB1I1,PTK2B,ARA55|HIC-5|HIC5|TSC-5,CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK,Two-hybrid,physical,Wang X (2002),PUBMED:11856738,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O43294,A0A024QZE7,NP_001158191|NP_001035919|NP_057011,Q14289,-,NP_775267|NP_775266|NP_775268|NP_004094,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21729,29979,2475,119007,108757,-,-,UBQLN1,MTOR,DA41|DSK2|PLIC-1|UBQN|XDRP1,FRAP|FRAP1|FRAP2|RAFT1|RAPT1,Two-hybrid,physical,Wu S (2002),PUBMED:11853878,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UMX0,A0A024R258|A0A024R284,NP_444295|NP_038466,P42345,-,NP_004949|NP_001373430|NP_001373429,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21891,3675,274,109882,106771,-,-,ITGA3,BIN1,CD49C|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a,AMPH2|AMPHL|SH3P9,Two-hybrid,physical,Wixler V (1999),PUBMED:10094488,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P26006,-,NP_002195|NP_005492,O00499,A0A024RAJ2|A0A024RAE9|Q9BTH3|B7Z6Y2|A0A024RAF6|A0A024RAG8|A0A024RAI6|A0A024RAF1|A0A024RAI5|A0A024RAF0|A0A024RAI4|A0A024RAJ3|A0A024RAG9,NP_004296|NP_647601|NP_647600|NP_001307561|NP_001307569|NP_001307563|NP_001307562|NP_647599|NP_647598|NP_001307570|NP_001307571|NP_647595|NP_647594|NP_647597|NP_647596|NP_647593,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21895,274,8723,106771,114262,-,-,BIN1,SNX4,AMPH2|AMPHL|SH3P9,ATG24B,Two-hybrid,physical,Leprince C (2003),PUBMED:12668730,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O00499,A0A024RAJ2|A0A024RAE9|Q9BTH3|B7Z6Y2|A0A024RAF6|A0A024RAG8|A0A024RAI6|A0A024RAF1|A0A024RAI5|A0A024RAF0|A0A024RAI4|A0A024RAJ3|A0A024RAG9,NP_004296|NP_647601|NP_647600|NP_001307561|NP_001307569|NP_001307563|NP_001307562|NP_647599|NP_647598|NP_001307570|NP_001307571|NP_647595|NP_647594|NP_647597|NP_647596|NP_647593,O95219,-,NP_003785,-,-,-,-,-,-,Homo sapiens,Homo sapiens
21978,7534,9564,113366,114934,-,hCG_1980470,YWHAZ,BCAR1,14-3-3-zeta|HEL-S-3|HEL4|KCIP-1|YWHAD,CAS|CAS1|CASS1|CRKAS|P130Cas,Two-hybrid,physical,Garcia-Guzman M (1999),PUBMED:10026197,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P63104,D0PNI1,NP_003397|NP_001129174|NP_001129171|NP_001129172|NP_001129173|NP_663723,P56945,B2RBL9|B3KWE2,NP_001164188|NP_001164189|NP_001164191|NP_001164190|NP_001164192|NP_001164186|NP_001164187|NP_001164185|NP_055382,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22051,657,10262,107125,115554,-,RP11-196G18.20-002,BMPR1A,SF3B4,10q23del|ACVRLK3|ALK3|CD292|SKR5,AFD1|Hsh49|SAP49|SF3b49,Two-hybrid,physical,Nishanian TG (2004),PUBMED:15351706,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P36894,-,NP_004320,Q15427,B3KUJ0,NP_005841,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22081,5310,6000,111327,111932,-,RP11-80B9.3,PKD1,RGS7,PBP|Pc-1|TRPP1,-,Two-hybrid,physical,Kim E (1999),PUBMED:10339594,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P98161,-,NP_001009944|NP_000287,P49802,-,NP_001361742|NP_001361738|NP_001361739|NP_001361737|NP_002915|NP_001361736|NP_001351815|NP_001361744|NP_001269707|NP_001269704|NP_001269702|NP_001337044|NP_001361735|NP_001361741|NP_001361740|NP_001361743|NP_001337042|NP_001361745|NP_001337043|NP_001337045,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22092,3184,23658,109425,117180,-,-,HNRNPD,LSM5,AUF1|AUF1A|HNRPD|P37|hnRNPD0,YER146W,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q14103,A0A024RDF4|A0A024RDB4|A0A024RDF3,NP_001003810|NP_112737|NP_002129|NP_112738,Q9Y4Y9,-,NP_001132971|NP_001124182|NP_036454,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22136,23072,1855,116705,108188,-,RP5-890O3.5,HECW1,DVL1,NEDL1,DVL|DVL1L1|DVL1P1,Two-hybrid,physical,Miyazaki K (2004),PUBMED:14684739,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q76N89,-,NP_001273988|NP_055867,O14640,-,NP_001317240|NP_004412,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22218,137492,7251,126479,113102,-,-,VPS37A,TSG101,HCRP1|PQBP2|SPG53,TSG10|VPS23,Two-hybrid,physical,Bache KG (2004),PUBMED:15240819,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8NEZ2,-,NP_001350102|NP_001350101|NP_001350100|NP_689628|NP_001138624|NP_001350097|NP_001350096|NP_001350099|NP_001350098,Q99816,-,NP_006283,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22250,10524,2120,115779,108421,-,-,KAT5,ETV6,ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2,TEL|TEL/ABL,Two-hybrid,physical,Nordentoft I (2003),PUBMED:12737628,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q92993,A0A024R597|A0A024R5E8,NP_006379|NP_001193762|NP_874368|NP_874369,P41212,-,NP_001978,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22271,4605,90441,110690,124717,-,-,MYBL2,ZNF622,B-MYB|BMYB,ZPR9,Two-hybrid,physical,Seong HA (2003),PUBMED:12645566,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P10244,-,NP_001265539|NP_002457,Q969S3,-,NP_219482,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22317,27101,6500,118001,112391,PNAS-107,-,CACYBP,SKP1,GIG5|S100A6BP|SIP,EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A,Two-hybrid,physical,Matsuzawa SI (2001),PUBMED:11389839,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9HB71,A0A024R904,NP_055227|NP_001007215,P63208,-,NP_733779|NP_008861,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22360,4085,2100,110260,108404,-,-,MAD2L1,ESR2,HSMAD2|MAD2,ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2,Two-hybrid,physical,Poelzl G (2000),PUBMED:10706629,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13257,-,NP_002349,Q92731,Q0PTK2|Q7LCB3|F1D8N3,NP_001201832|NP_001428|NP_001201831|NP_001278641|NP_001035365|NP_001278652|NP_001258805|NP_001258806,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22423,5468,8031,111464,113726,-,RP11-481A12.4,PPARG,NCOA4,CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma,ARA70|ELE1|PTC3|RFG,Two-hybrid,physical,Heinlein CA (1999),PUBMED:10347167,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P37231,D2KUA6,NP_056953|NP_619725|NP_005028|NP_619726,Q13772,A0A024QZI5|Q96E88|B2R5V0,NP_001138734|NP_005428|NP_001138733|NP_001138732|NP_001138735,CHEBI:34159,"15-deoxy-Delta(12,14)-prostaglandin J2",chemical,-,-,-,Homo sapiens,Homo sapiens
22433,573,3312,107049,109544,RP11-326F20.2,-,BAG1,HSPA8,BAG-1|HAP|RAP46,HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71,Two-hybrid,physical,Takayama S (1997),PUBMED:9305631,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q99933,-,NP_001336215|NP_004314|NP_001336228|NP_001165886,P11142,V9HW22|Q53HF2,NP_694881|NP_006588,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22438,23645,573,117172,107049,-,RP11-326F20.2,PPP1R15A,BAG1,GADD34,BAG-1|HAP|RAP46,Two-hybrid,physical,Hung WJ (2003),PUBMED:12724406,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O75807,-,NP_055145,Q99933,-,NP_001336215|NP_004314|NP_001336228|NP_001165886,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22503,2887,26058,109144,117520,-,-,GRB10,GIGYF2,GRB-IR|Grb-10|IRBP|MEG1|RSS,GYF2|PARK11|PERQ2|PERQ3|TNRC15,Two-hybrid,physical,Giovannone B (2003),PUBMED:12771153,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13322,-,NP_001001549|NP_001337745|NP_001337744|NP_001001550|NP_001337743|NP_001001555|NP_001357938|NP_005302|NP_001357937,Q6Y7W6,-,NP_001096617|NP_001096616|NP_056390|NP_001096618,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22571,5629,2033,111613,108347,-,RP1-85F18.1,PROX1,EP300,-,KAT3B|RSTS2|p300,Two-hybrid,physical,Chen Q (2002),PUBMED:11943779,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q92786,-,NP_001257545|NP_002754,Q09472,Q7Z6C1,NP_001349772|NP_001420,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22579,6310,56893,112217,121223,-,RP11-336K24.8,ATXN1,UBQLN4,ATX1|D6S504E|SCA1,A1U|A1Up|C1orf6|CIP75|UBIN,Two-hybrid,physical,Davidson JD (2000),PUBMED:11001934,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P54253,Q96FF1,NP_001121636|NP_000323,Q9NRR5,-,NP_001291271|NP_064516,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22580,6310,8125,112217,113791,-,-,ATXN1,ANP32A,ATX1|D6S504E|SCA1,C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32,Two-hybrid,physical,Matilla A (1997),PUBMED:9353121,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P54253,Q96FF1,NP_001121636|NP_000323,P39687,-,NP_006296,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22583,6310,7874,112217,113622,-,-,ATXN1,USP7,ATX1|D6S504E|SCA1,HAUSP|TEF1,Two-hybrid,physical,Hong S (2002),PUBMED:12093161,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P54253,Q96FF1,NP_001121636|NP_000323,Q93009,B7ZAX6|Q6U8A4|B7Z855,NP_001308787|NP_003461|NP_001273387|NP_001273386,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22627,2146,8726,108446,114265,-,-,EZH2,EED,ENX-1|ENX1|EZH1|EZH2b|KMT6|KMT6A|WVS|WVS2,HEED|WAIT1,Two-hybrid,physical,van Lohuizen M (1998),PUBMED:9584197,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q15910,S4S3R8,NP_694543|NP_001190176|NP_004447|NP_001190178|NP_001190177,O75530,E9PJK2,NP_001294936|NP_694536|NP_003788,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22658,10657,5913,115900,111848,-,-,KHDRBS1,RAPSN,Sam68|p62|p68,RAPSYN|RNF205,Two-hybrid,physical,Fung ET (1998),PUBMED:9804166,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q07666,-,NP_006550|NP_001258807,Q13702,-,NP_005046|NP_116034,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22709,10370,7022,115649,112880,-,RP4-539E24.1,CITED2,TFAP2C,ASD8|MRG-1|MRG1|P35SRJ|VSD2,AP2-GAMMA|ERF1|TFAP2G|hAP-2g,Two-hybrid,physical,Braganca J (2003),PUBMED:12586840,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q99967,D9ZGF1,NP_006070|NP_001161860|NP_001161861,Q92754,-,NP_003213,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22750,6016,5900,111948,111836,RP11-101O6.4,RP11-326L24.1,RIT1,RALGDS,NS8|RIBB|RIT|ROC1,RGDS|RGF|RalGEF,Two-hybrid,physical,Shao H (1999),PUBMED:10545207,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q92963,-,NP_001243750|NP_008843|NP_001243749,Q12967,Q8N4Y1,NP_006257|NP_001258703|NP_001258705|NP_001258704|NP_001035827,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22753,22808,5900,116486,111836,-,RP11-326L24.1,MRAS,RALGDS,M-RAs|R-RAS3|RRAS3,RGDS|RGF|RalGEF,Two-hybrid,physical,Kimmelman A (1997),PUBMED:9400994,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O14807,Q8WVM9|Q6FGP0,NP_001078518|NP_001239019|NP_036351|NP_001239020|NP_001239021|NP_001239022,Q12967,Q8N4Y1,NP_006257|NP_001258703|NP_001258705|NP_001258704|NP_001035827,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22771,5241,7337,111260,113185,-,-,PGR,UBE3A,NR3C3|PR,ANCR|AS|E6-AP|EPVE6AP|HPVE6A,Two-hybrid,physical,Nawaz Z (1999),PUBMED:9891052,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P06401,-,NP_001189403|NP_001258090|NP_001258091|NP_000917,Q05086,Q9H2G0|Q9BUI6,NP_570854|NP_000453|NP_001341438|NP_001341435|NP_001341434|NP_001341437|NP_001341436|NP_001341475|NP_001341474|NP_001341477|NP_001341476|NP_001341471|NP_001341470|NP_001341473|NP_001341472|NP_001341455|NP_001341479|NP_001341452|NP_001341480|NP_001341478|NP_001361390|NP_001341467|NP_001341468|NP_001341469|NP_570853|NP_001341440|NP_001341441|NP_001341442,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22816,5886,5710,111823,111683,-,RP11-126K1.1,RAD23A,PSMD4,HHR23A|HR23A,AF|AF-1|ASF|MCB1|Rpn10|S5A|pUB-R5,Two-hybrid,physical,Hiyama H (1999),PUBMED:10488153,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P54725,A8K1J3|A0A024R7G8,NP_005044|NP_001257291|NP_001257292,P55036,Q5VWC4,NP_002801|NP_001317621,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22824,5887,5710,111824,111683,RP11-131A5.1,RP11-126K1.1,RAD23B,PSMD4,HHR23B|HR23B|P58,AF|AF-1|ASF|MCB1|Rpn10|S5A|pUB-R5,Two-hybrid,physical,Hiyama H (1999),PUBMED:10488153,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P54727,B7Z4W4,NP_001231642|NP_002865|NP_001231653,P55036,Q5VWC4,NP_002801|NP_001317621,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22868,51691,2969,119679,109224,-,-,LSM8,GTF2I,NAA38,BAP135|BTKAP1|DIWS|GTFII-I|IB291|SPIN|TFII-I|WBS|WBSCR6,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,O95777,A4D0W0,NP_057284,P78347,X5DR09|X5D2J9|X5DNP5|Q499G6|X5D939|A8K9W7,NP_127493|NP_127492|NP_001267729|NP_001509|NP_001157108|NP_127494,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22876,7068,5705,112924,111678,-,-,THRB,PSMC5,C-ERBA-2|C-ERBA-BETA|ERBA2|GRTH|NR1A2|PRTH|THR1|THRB1|THRB2,S8|SUG-1|SUG1|TBP10|TRIP1|p45|p45/SUG,Two-hybrid,physical,Lee JW (1995),PUBMED:7870181,9606,9606,Low Throughput,-,-,-,-,BIOGRID,P10828,F1D8N7,NP_001239563|NP_001121648|NP_001121649|NP_000452,P62195,-,NP_002796|NP_001186092,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22945,10293,7185,115581,113037,-,-,TRAIP,TRAF1,RNF206|TRIP,EBI6|MGC:10353,Two-hybrid,physical,Lee SY (1997),PUBMED:9104814,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9BWF2,-,NP_005870,Q13077,-,NP_005649|NP_001177876|NP_001177874,-,-,-,-,-,-,Homo sapiens,Homo sapiens
22948,59269,7185,121861,113037,-,-,HIVEP3,TRAF1,KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C,EBI6|MGC:10353,Two-hybrid,physical,Oukka M (2002),PUBMED:11804591,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q5T1R4,-,NP_078779|NP_001121186,Q13077,-,NP_005649|NP_001177876|NP_001177874,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23021,54464,6603,119970,112487,-,PRO2451,XRN1,SMARCD2,SEP1,BAF60B|CRACD2|Rsc6p,Two-hybrid,physical,Lehner B (2004),PUBMED:15231747,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q8IZH2,-,NP_001269786|NP_061874|NP_001269788,Q92925,J3KMX2,NP_001091896|NP_001317368|NP_001317369,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23024,9616,8065,114977,113743,-,-,RNF7,CUL5,CKBBP1|ROC2|SAG,VACM-1|VACM1,Two-hybrid,physical,Ohta T (1999),PUBMED:10230407,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UBF6,-,NP_001188299|NP_899060|NP_055060,Q93034,-,NP_003469,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23034,10155,9869,115457,115202,-,RP11-316M1.1,TRIM28,SETDB1,KAP1|PPP1R157|RNF96|TF1B|TIF1B,ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21,Two-hybrid,physical,Schultz DC (2002),PUBMED:11959841,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13263,-,NP_005753,Q15047,-,NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23062,5191,5264,111214,111282,RP11-55K22.6,RP11-24J20.1,PEX7,PHYH,PBD9B|PTS2R|RCDP1|RD,LN1|LNAP1|PAHX|PHYH1|RD,Two-hybrid,physical,Mihalik SJ (1997),PUBMED:9326939,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O00628,Q6FGN1,NP_000279,O14832,-,NP_006205|NP_001310009|NP_001310011|NP_001032626|NP_001310013|NP_001310012,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23067,5193,5192,111216,111215,-,-,PEX12,PEX10,PAF-3|PBD3A,NALD|PBD6A|PBD6B|RNF69,Two-hybrid,physical,Chang CC (1999),PUBMED:10562279,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O00623,-,NP_000277,O60683,A0A024R068|A0A024R0A4,NP_722540|NP_002608,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23068,5193,5192,111216,111215,-,-,PEX12,PEX10,PAF-3|PBD3A,NALD|PBD6A|PBD6B|RNF69,Two-hybrid,physical,Okumoto K (2000),PUBMED:10837480,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O00623,-,NP_000277,O60683,A0A024R068|A0A024R0A4,NP_722540|NP_002608,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23256,6670,8859,112553,114383,-,DADB-112B14.2,SP3,STK19,SPR2,D6S60|D6S60E|G11|HLA-RP1|RP1,Two-hybrid,physical,Lehner B (2004),PUBMED:14667819,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q02447,B7ZLN9|Q59FX5|Q86TP0,NP_001017371|NP_003102|NP_001166183,P49842,-,NP_115830|NP_004188,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23263,4175,4175,110343,110343,-,-,MCM6,MCM6,MCG40308|Mis5|P105MCM,MCG40308|Mis5|P105MCM,Two-hybrid,physical,Yabuta N (2003),PUBMED:12694531,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q14566,-,NP_005906,Q14566,-,NP_005906,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23332,5994,5993,111926,111925,-,RP11-126K1.5,RFXAP,RFX5,-,-,Two-hybrid,physical,Durand B (1997),PUBMED:9118943,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O00287,-,NP_000529,P48382,-,NP_000440|NP_001020774,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23426,59269,7186,121861,113038,-,-,HIVEP3,TRAF2,KBP-1|KBP1|KRC|SHN3|Schnurri-3|ZAS3|ZNF40C,MGC:45012|TRAP|TRAP3,Two-hybrid,physical,Oukka M (2002),PUBMED:11804591,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q5T1R4,-,NP_078779|NP_001121186,Q12933,A0A024R8H5,NP_066961,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23431,10293,7186,115581,113038,-,-,TRAIP,TRAF2,RNF206|TRIP,MGC:45012|TRAP|TRAP3,Two-hybrid,physical,Lee SY (1997),PUBMED:9104814,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9BWF2,-,NP_005870,Q12933,A0A024R8H5,NP_066961,-,-,-,-,-,-,Homo sapiens,Homo sapiens
23488,4998,8317,111040,113914,-,-,ORC1,CDC7,HSORC1|ORC1L|PARC1,CDC7L1|HsCDC7|Hsk1|huCDC7,Two-hybrid,physical,Kneissl M (2003),PUBMED:12614612,9606,9606,High Throughput,-,-,-,-,BIOGRID,Q13415,Q96F82|B7Z8H0,NP_001177747|NP_001177748|NP_004144,O00311,B2R6V2,NP_003494|NP_001127891|NP_001127892,-,-,-,-,-,-,Homo sapiens,Homo sapiens
